id,status_group
8791,functional
49060,non functional
73730,non functional
43576,functional
48571,non functional
20319,functional needs repair
16068,non functional
17983,functional
62504,non functional
44717,non functional
10740,functional
5147,functional needs repair
37666,non functional
39834,functional
31483,non functional
26171,functional
8690,functional
41056,functional
23561,functional
7560,functional needs repair
48782,functional needs repair
67848,non functional
42796,non functional
3799,non functional
8430,functional
67970,non functional
21585,non functional
25983,functional
47780,non functional
3715,functional
35834,functional
65245,non functional
23912,non functional
63129,functional
22509,functional needs repair
13269,functional
37277,functional needs repair
11511,functional
22495,non functional
71069,non functional
6191,functional needs repair
51545,non functional
13751,functional
29482,functional
39129,non functional
18131,functional
26659,functional
31678,functional
59403,functional
70548,non functional
69826,functional
11848,non functional
29860,non functional
20605,functional
3330,non functional
4782,functional
29188,non functional
24783,non functional
10894,functional
40306,functional
53307,non functional
40811,functional
33547,functional needs repair
17908,functional
17317,non functional
10682,functional
72880,functional
57199,functional
58016,non functional
68950,functional
71047,functional
34979,functional
73707,non functional
11038,functional needs repair
60557,functional
9567,functional
19482,non functional
73422,functional
26375,non functional
44254,non functional
18315,functional
19724,functional
18930,functional
2297,functional
49386,non functional
73041,functional
55306,non functional
9073,non functional
38369,functional
11371,non functional
64607,functional
73006,functional
9016,non functional
10564,functional needs repair
8662,non functional
50690,functional
58785,functional
29804,functional
7139,non functional
56747,functional
56829,non functional
21387,functional
25815,functional
60011,functional
62105,functional
70976,functional
42237,non functional
14045,functional
63373,functional
62376,non functional
32338,functional
63561,functional
72875,functional
51422,functional needs repair
10233,non functional
22229,functional needs repair
43275,functional
11923,non functional
8792,functional needs repair
48755,non functional
10466,functional
41163,functional
30645,non functional
13939,functional
45126,functional
46389,non functional
51687,functional
65537,non functional
56841,functional
65179,non functional
62597,functional
41155,functional
54186,functional
71815,non functional
68,non functional
2821,functional
67964,functional
50375,functional
42813,functional
65722,non functional
6469,functional
38310,functional
32912,non functional
39456,non functional
8250,functional
69199,non functional
18734,functional
58267,non functional
74042,functional
43180,non functional
17855,functional
51818,functional
13900,functional
24931,functional
14715,functional
69551,functional needs repair
47889,functional
29653,functional
20007,non functional
30039,non functional
71199,functional
2979,non functional
19480,non functional
61730,functional
17117,functional
27328,functional
47475,functional
7192,functional needs repair
71535,non functional
9156,functional needs repair
19158,functional
63485,non functional
8647,functional
36394,non functional
49509,functional needs repair
10176,functional
5535,functional
71932,functional
29324,functional
14841,non functional
25122,non functional
25072,functional
69980,functional
20428,non functional
71340,non functional
27988,functional
34431,functional
21119,functional
64119,non functional
2739,non functional
9989,non functional
39144,functional needs repair
35044,functional
71193,functional
41811,non functional
29122,functional
43646,functional
69404,non functional
29732,functional
23781,functional
53409,functional
69798,functional
70552,functional
57944,non functional
53789,functional
47117,non functional
18688,functional
20122,non functional
47666,functional
34758,functional
14964,functional
17411,functional
59573,non functional
5337,functional
59548,non functional
27524,non functional
41376,functional
25310,functional needs repair
10100,functional
15308,functional
37037,functional
5544,non functional
41166,functional
52173,non functional
62588,non functional
52916,functional
27593,functional needs repair
70309,non functional
33763,functional
56391,non functional
35037,functional
9980,non functional
5970,functional needs repair
52418,non functional
36682,functional
71200,functional needs repair
8027,functional
28215,functional
43775,non functional
16854,functional
35172,non functional
24583,functional
46152,non functional
36045,non functional
44022,functional
58721,functional
2895,functional
34334,non functional
65395,non functional
57697,functional
69437,non functional
37067,non functional
17451,functional
1645,functional needs repair
61697,functional
49719,functional
13492,non functional
59076,non functional
29225,non functional
16318,non functional
72758,functional
51850,functional
47120,functional
61991,functional
19246,functional
23932,functional
70264,non functional
61559,non functional
4305,non functional
55453,functional
59094,non functional
47164,functional
29641,functional
31790,functional
69350,non functional
14889,non functional
68852,non functional
72380,functional needs repair
25913,functional
9450,functional
68357,non functional
38691,functional
41603,functional
63178,functional
1438,non functional
55427,functional
17151,functional
6463,functional
39078,non functional
40040,functional
22747,non functional
21847,functional
19129,non functional
48478,functional
47650,functional needs repair
26310,functional
28505,non functional
3256,functional needs repair
15955,functional
66256,functional
40610,non functional
69104,functional
50593,non functional
46556,non functional
72889,functional
38207,functional
42243,functional
5580,non functional
38757,functional
45893,non functional
26978,non functional
4873,non functional
65227,functional
21549,functional
1935,functional
72670,non functional
19948,non functional
18752,functional
43125,functional
11345,non functional
58513,functional
36839,non functional
533,functional needs repair
29979,functional
29908,non functional
63837,functional
51146,functional
52466,functional
42135,non functional
40140,non functional
17531,functional
51040,non functional
46728,functional
22333,non functional
8392,non functional
34214,functional
9284,functional
16643,non functional
53412,functional
9264,functional
49337,non functional
19869,non functional
679,functional needs repair
73241,non functional
67729,functional
55233,non functional
28310,functional needs repair
28819,functional
44655,functional
1234,non functional
31887,functional
26103,non functional
2055,functional
13380,functional
57627,functional needs repair
9179,functional
60157,functional
14234,functional
26925,non functional
26260,functional needs repair
35930,functional
67668,non functional
60466,non functional
57345,functional
51036,non functional
73409,non functional
29681,non functional
64710,functional needs repair
53058,functional
1213,functional
57752,functional
25934,non functional
24600,functional
9435,non functional
67212,functional
28746,functional
51392,functional
49916,functional
72322,functional needs repair
14723,functional
50060,non functional
54625,functional
42819,functional
3468,non functional
43202,functional
61646,non functional
73393,non functional
50068,non functional
44838,non functional
69522,non functional
21090,non functional
19980,functional
19242,functional needs repair
1929,functional
31553,functional
7490,non functional
59572,non functional
13966,functional
3084,functional
38842,non functional
56548,functional needs repair
70840,functional
66326,functional
66618,non functional
15118,functional
43145,functional
13991,functional
73959,non functional
46400,functional
73528,non functional
50673,non functional
23154,functional
74202,functional
71016,functional
55883,non functional
36253,functional needs repair
56215,non functional
27694,functional
71547,non functional
24376,functional
28010,functional needs repair
58469,non functional
68509,non functional
27298,functional
2934,functional
54515,functional
29212,non functional
65180,functional
10653,functional
53507,functional
48443,functional
12239,functional needs repair
346,functional
57723,non functional
32181,functional
67401,functional
9198,functional
45702,functional needs repair
45769,non functional
45400,non functional
55332,non functional
43771,non functional
52980,non functional
47105,non functional
29552,functional needs repair
47668,functional
56002,non functional
37251,functional
54687,functional
57244,functional
12504,non functional
40553,functional
45855,functional
16378,non functional
30472,non functional
39437,functional
31576,functional
53585,non functional
45299,non functional
37573,functional
43581,non functional
24436,non functional
17450,functional needs repair
31520,functional
14310,non functional
48676,non functional
24079,functional
45172,functional
47956,functional
16837,functional
6511,functional
72816,non functional
31820,functional needs repair
34278,functional
32650,non functional
2126,functional
62000,functional
41464,non functional
53885,functional
39545,functional
56954,non functional
12271,non functional
36391,non functional
23659,functional
2502,functional
40120,functional
62741,non functional
47993,non functional
45140,functional
2414,functional
72899,functional
51125,non functional
33318,functional
39492,non functional
44419,non functional
67505,functional
70119,non functional
1393,non functional
63998,functional
57380,functional
41596,non functional
13192,functional
7690,functional
57702,functional
9561,functional
65086,functional
22951,non functional
24653,non functional
2388,functional
2487,functional
30917,functional
32783,non functional
55962,non functional
24326,non functional
18723,non functional
5017,functional
10818,functional
7724,functional
45079,functional
46059,functional
58824,functional
57906,non functional
14855,functional
25069,functional needs repair
16412,functional
11089,functional needs repair
61318,non functional
6926,functional
62169,functional
24010,functional
51899,functional
7628,non functional
36314,non functional
54274,functional
9391,non functional
17668,non functional
32496,functional needs repair
3795,non functional
11006,non functional
58619,non functional
42961,functional
2010,functional
69594,functional
73920,non functional
60074,functional needs repair
50465,non functional
56683,functional
53015,non functional
12248,non functional
62125,functional needs repair
46256,functional
73876,non functional
71142,non functional
42104,non functional
45895,non functional
3832,non functional
30027,non functional
25999,functional
61404,functional
36555,functional
50275,non functional
6905,functional
29485,functional
24818,functional
44024,functional needs repair
58422,functional
55920,functional
20302,functional
2026,functional
53953,functional
7534,functional
18138,non functional
55199,non functional
21738,non functional
30106,functional
37607,functional
57355,non functional
5671,functional
35987,non functional
65914,non functional
12139,functional needs repair
38394,functional
36335,non functional
35195,non functional
5792,non functional
63411,non functional
63805,functional
6863,non functional
63455,non functional
17247,non functional
44890,non functional
11858,functional
55707,non functional
66439,non functional
48445,non functional
47771,functional
26131,functional
65905,functional
2341,functional
39861,functional
12022,non functional
68388,functional
33246,non functional
66193,non functional
70533,functional
21546,functional
52315,functional
10121,non functional
29299,functional
39051,non functional
42619,non functional
48874,functional
59860,functional
49732,functional
25179,non functional
31051,functional
50881,non functional
25720,functional
26123,functional
22316,functional
16224,functional
49902,functional
58834,non functional
30647,non functional
4015,functional
42515,non functional
73403,functional
19299,functional
42388,non functional
39299,functional
25617,non functional
65038,non functional
24524,non functional
30992,functional
45170,functional
23012,functional
8564,functional
16833,functional
65891,non functional
45014,non functional
52346,functional
50284,functional needs repair
36990,functional
25240,functional
2948,functional
28666,functional
50610,functional
41788,non functional
40857,functional needs repair
48115,functional
55675,functional
49884,non functional
24851,non functional
20827,functional
54198,functional
33903,functional
33177,non functional
31321,functional needs repair
2907,functional
42534,functional
66407,non functional
1596,functional
7714,functional
68814,functional
50571,non functional
123,functional
35990,non functional
68204,functional
4425,functional
35118,functional
62951,non functional
59263,functional
48034,functional
9227,non functional
16191,functional
57860,non functional
40948,functional
37307,functional
67889,functional
20979,functional
28233,functional
60630,non functional
33483,non functional
2457,non functional
2353,functional
61709,non functional
3893,functional
8186,functional
71728,functional
13014,non functional
69898,functional
6670,functional
32375,functional
31301,functional
46103,functional
18886,non functional
68488,functional
69326,functional
68403,non functional
91,non functional
57084,functional
31533,functional
68163,functional needs repair
29251,functional
58917,functional
40359,non functional
5297,functional
10402,functional
19680,functional
6456,functional
356,functional
10115,non functional
72126,functional
21317,non functional
52950,functional
15812,non functional
25073,non functional
70874,functional
28221,non functional
44467,functional
31250,non functional
67312,non functional
53680,non functional
68482,non functional
27183,non functional
7556,functional
26210,functional
9939,non functional
23267,functional
26035,functional
42765,non functional
12422,non functional
36129,functional
55135,non functional
48216,functional
24289,functional
49384,non functional
13745,non functional
4395,functional needs repair
30837,functional
20642,functional
10828,functional
1849,non functional
67688,functional
63123,functional
43417,non functional
864,functional
18054,functional
57749,non functional
10898,functional needs repair
38040,functional
52568,functional
51561,non functional
44193,functional
47651,non functional
44760,non functional
47130,functional
66701,functional
34769,functional
13036,functional
31643,non functional
10702,non functional
52189,functional
45561,non functional
26164,functional
3980,non functional
25470,functional
43701,non functional
52154,functional
63669,functional
64494,non functional
55612,non functional
73882,functional
60152,functional needs repair
12675,non functional
68773,non functional
15053,functional
10165,non functional
23335,non functional
18013,functional
26321,functional
2799,non functional
15128,functional
72238,functional
39776,non functional
38680,functional
37049,functional
18848,non functional
64013,non functional
325,functional
6464,functional
1225,non functional
31874,functional
2001,functional
52714,functional
11653,functional
14956,functional
18448,non functional
49495,functional
37581,functional
29517,functional
64297,non functional
63846,non functional
5892,functional
39148,non functional
1630,non functional
28256,functional
23014,non functional
39976,non functional
30006,functional needs repair
2612,non functional
72499,non functional
59176,functional needs repair
5949,non functional
53425,functional
1096,functional
39592,non functional
18323,functional needs repair
45155,non functional
31691,non functional
30358,non functional
56431,non functional
36277,non functional
45863,functional
2078,functional
5690,functional
12056,functional
28635,functional
37536,functional
4078,functional
69648,functional
17655,functional needs repair
15126,functional
64881,functional
68724,non functional
52685,non functional
51111,functional
48935,functional
28127,functional
22534,non functional
19738,functional
54654,functional needs repair
50971,non functional
12612,functional
58698,functional
22491,functional
44871,non functional
43286,functional
5817,non functional
15973,functional
17112,functional
49537,non functional
20053,non functional
52064,functional
57839,non functional
49969,functional
74117,functional
2141,functional
10224,functional
53675,functional
10487,non functional
50204,functional
26106,functional
58760,non functional
3113,non functional
50385,functional
55281,functional needs repair
62062,non functional
67673,non functional
6683,functional
18463,functional
52372,functional
60564,non functional
56260,functional
31695,functional needs repair
72850,functional
29123,functional
72142,non functional
558,functional
64503,non functional
53869,functional
38401,functional needs repair
47792,functional
16788,non functional
68596,functional
70716,functional
21416,non functional
3327,non functional
54380,functional
55591,functional needs repair
6561,functional
65739,functional
46938,functional
8397,non functional
47241,functional
22578,non functional
30970,functional
38467,functional
50591,functional
49226,non functional
13091,functional
50331,functional
69650,functional
2171,functional
25096,non functional
5646,functional
66781,non functional
355,functional
60689,functional
68237,non functional
3134,non functional
66666,functional
63134,functional
3960,functional
1697,functional
62606,functional
321,non functional
578,non functional
71132,functional
65607,functional
62639,functional
18007,functional
33880,functional
60047,functional
14121,functional
32957,non functional
5808,functional
61113,non functional
24540,non functional
42147,non functional
14613,functional
24596,functional
22725,non functional
39954,functional
48442,functional
1556,functional
11656,functional
72216,functional
16333,functional
39178,non functional
50727,non functional
66368,functional needs repair
61794,functional
39101,non functional
18096,functional
20972,non functional
8181,non functional
30045,functional needs repair
29870,functional
34714,functional
68671,functional
28777,non functional
37223,functional
32698,functional
59120,functional needs repair
1444,non functional
34359,functional
38132,functional
41864,functional
35491,functional
50286,functional
32428,non functional
60372,non functional
40611,non functional
23665,functional
36445,functional needs repair
24787,non functional
15382,non functional
60393,functional
19469,non functional
5145,non functional
21451,non functional
14578,functional
25488,functional
19408,functional
56196,functional
4303,functional
1216,functional
21242,functional
16218,non functional
60621,functional
36180,functional
21980,functional
29091,functional
68156,functional
68554,non functional
67311,non functional
49823,non functional
73265,non functional
34879,non functional
42776,functional
49696,functional
19952,non functional
44753,non functional
47239,non functional
59737,non functional
15788,non functional
4938,functional
24060,functional
44076,functional
36954,functional
16911,functional
57069,non functional
45405,functional
28327,non functional
23782,non functional
13807,functional
15398,non functional
21794,functional
40728,non functional
59535,functional
23086,non functional
56771,functional
21524,functional
64762,functional needs repair
46903,non functional
21018,non functional
16076,functional
56500,functional
35429,functional
30782,non functional
27475,non functional
24402,functional
4993,non functional
44530,functional
73542,functional
35485,non functional
44850,non functional
7696,non functional
12508,functional
22520,functional
49889,functional
6564,non functional
56855,non functional
62029,functional
19477,functional
12186,functional
35571,non functional
67802,functional
38976,non functional
40507,functional needs repair
27866,functional
10471,non functional
29715,non functional
25107,functional
3146,functional
61518,non functional
20678,functional
9339,functional
66967,functional
25055,functional
11604,non functional
4069,functional
30078,functional
63980,non functional
17007,non functional
59356,non functional
37683,non functional
16945,functional
33609,non functional
5731,non functional
30497,non functional
47990,non functional
36295,functional
71379,functional
59088,non functional
33824,functional
55633,functional
67240,functional
42399,functional
68151,functional
28602,functional
5814,functional
11463,non functional
67641,functional
6093,non functional
14844,functional
30212,functional
57805,functional
4965,non functional
32192,functional
13373,functional
39825,non functional
20101,functional
31282,functional
50143,functional
35536,functional
60494,functional
38069,non functional
2509,non functional
62586,non functional
460,non functional
4494,functional
71520,non functional
34717,functional
65272,functional
23093,functional needs repair
38384,functional
60851,functional
45873,non functional
22936,functional
47568,non functional
53606,non functional
20579,functional
47762,functional needs repair
52267,non functional
42860,functional
67750,functional
56182,non functional
24862,functional
69727,non functional
58237,functional
35486,non functional
19,functional
5685,functional
48171,functional
16685,functional
1854,functional
60452,non functional
8673,functional
3210,non functional
67021,non functional
67243,non functional
50626,functional needs repair
61059,functional
54813,functional
68435,non functional
53041,functional
18126,functional
33344,functional
7161,non functional
68540,non functional
34593,non functional
30547,functional
35255,functional
68023,functional
30602,non functional
51009,non functional
64829,functional
59916,non functional
20058,non functional
49747,non functional
54709,functional
59225,functional
41018,functional
64963,non functional
30134,non functional
73180,functional
57091,functional
29608,functional
55825,functional
66828,functional
56137,functional needs repair
39105,functional
48218,non functional
70941,non functional
64084,non functional
62691,functional needs repair
17561,functional
37610,non functional
12111,functional
74214,non functional
9463,functional
21343,functional
31219,non functional
66740,functional
37108,functional
66903,non functional
27144,functional
68825,functional
58178,functional needs repair
38754,non functional
74055,functional needs repair
36239,functional needs repair
14332,non functional
67475,functional
46584,non functional
51707,functional
41601,functional
54390,functional
11035,non functional
31482,functional
52533,functional
47766,functional needs repair
14489,functional
57622,functional needs repair
65940,non functional
42173,functional
36970,functional
71173,non functional
27097,non functional
29993,non functional
70966,functional
26772,functional
66549,functional
40474,functional needs repair
68481,functional
47448,non functional
56230,functional
44756,functional
44261,non functional
27001,functional
36694,functional
32551,functional
60390,non functional
37408,functional
11632,functional
52896,non functional
54953,functional
7061,functional needs repair
64396,functional
11599,functional
71910,functional
41629,non functional
6158,functional
73163,non functional
32296,non functional
71026,non functional
21928,functional
31653,functional
17750,non functional
57594,non functional
37853,functional needs repair
14397,non functional
18538,functional
68980,non functional
8737,functional
16910,non functional
58965,functional
14992,non functional
28390,functional
11019,functional needs repair
4299,non functional
12580,non functional
43477,functional
3072,functional
70252,functional
39532,non functional
13157,functional
22403,functional
46894,non functional
57451,functional needs repair
28203,non functional
53536,functional
23256,functional
47644,functional
19471,non functional
12715,functional
461,non functional
12260,functional
45778,non functional
14872,functional
11196,functional
21712,non functional
41249,non functional
4776,functional needs repair
10939,functional
47999,non functional
11597,non functional
42342,non functional
54652,functional
6427,non functional
26204,functional
50934,functional
43665,non functional
50269,functional
22841,non functional
19697,functional
37427,non functional
54433,functional
53633,functional
34287,functional
28000,functional
22972,functional
26840,non functional
41458,non functional
58000,functional
64332,functional
55714,functional
50207,functional
25320,non functional
112,non functional
11320,functional
41703,non functional
34158,functional
73272,functional
44615,functional needs repair
70320,functional
47918,functional
55303,functional
13951,non functional
61995,non functional
42223,functional
71023,functional
69678,functional needs repair
64424,non functional
18594,functional needs repair
51419,non functional
63030,non functional
41533,functional
3155,non functional
53363,functional
32279,functional
29990,non functional
55164,functional
45381,functional
44707,functional
22453,non functional
59276,functional
48953,functional
52513,functional needs repair
31211,non functional
14362,functional
15122,functional
1017,functional
65776,functional
38139,functional
55480,non functional
67394,non functional
61759,functional
49183,non functional
3393,functional
52561,functional
44778,functional
28503,functional
45900,functional
73146,functional
62334,functional
15472,functional
20348,non functional
48536,non functional
55605,non functional
6283,functional needs repair
55474,functional
3375,functional
16611,functional
3385,functional needs repair
30530,functional
69775,functional
37903,functional
60809,non functional
47382,functional
436,functional needs repair
10781,functional
41142,functional
31070,functional needs repair
13832,functional
52249,non functional
377,functional
25721,functional
45105,functional
2080,functional
18679,non functional
51573,functional
53250,non functional
15247,functional
10359,functional
10530,non functional
15204,functional needs repair
63246,functional
46696,functional
42894,non functional
52006,functional
24538,non functional
21862,non functional
20442,non functional
64915,non functional
40394,functional
71626,functional
41312,non functional
40774,non functional
74058,functional needs repair
66198,functional
28261,functional
2781,functional
8631,non functional
66518,functional
41891,functional
24169,non functional
68475,non functional
24180,non functional
35660,functional needs repair
52368,functional
31285,non functional
42299,non functional
24255,non functional
33641,non functional
14914,functional needs repair
11283,functional
70702,non functional
62455,functional
10250,functional
66272,functional
18819,functional
30783,non functional
16520,functional
43120,functional needs repair
9559,functional
42520,functional
70962,non functional
68250,non functional
59436,non functional
18159,non functional
7266,functional
27293,functional
3643,functional
72685,non functional
19314,functional
49359,functional
12968,non functional
51457,functional
48383,non functional
53840,functional
56781,functional
27068,non functional
72982,non functional
23845,functional
18510,functional
26726,functional
21288,non functional
72701,non functional
68545,functional
72096,non functional
41212,functional
6109,non functional
8539,non functional
37751,non functional
10299,functional needs repair
17181,functional
18769,non functional
17650,functional
64417,non functional
57121,functional needs repair
37613,non functional
20833,functional
34767,functional
2146,functional
13910,functional
54395,non functional
19052,non functional
15170,functional
395,non functional
3762,functional
43594,non functional
14289,functional
2220,non functional
21581,non functional
46032,non functional
63542,functional
52587,functional
44002,functional
57327,non functional
29892,non functional
33355,functional
28917,non functional
70182,non functional
8170,non functional
40248,non functional
25131,non functional
31554,functional
16176,functional
40661,functional
1456,non functional
66157,functional
73096,non functional
26566,non functional
70805,functional
55790,functional
73923,functional
44369,functional
44720,functional
61060,functional
60516,non functional
72465,functional
3584,functional
47359,functional
30688,non functional
37397,functional
45751,non functional
43799,functional
22075,non functional
64795,functional
2972,non functional
32217,functional
70699,functional
24867,functional
66028,non functional
51409,non functional
23266,non functional
66523,non functional
23938,non functional
12654,functional
10714,functional
65939,non functional
16297,functional
66754,functional
7969,non functional
48151,non functional
29488,functional
15415,functional
8635,functional
9793,non functional
39831,functional
39466,non functional
42039,functional
50041,functional
17054,functional
13439,non functional
48745,functional
10624,functional needs repair
29863,non functional
1507,functional
57087,functional
30081,non functional
66296,non functional
67660,functional needs repair
43883,functional
6134,non functional
56535,functional
50844,functional
41415,functional
62164,functional
45891,functional needs repair
20739,functional
45015,non functional
45478,functional
15693,functional
15263,non functional
51627,non functional
63360,functional needs repair
6062,functional needs repair
31175,functional
52863,functional
47111,functional
34082,functional
73268,functional needs repair
69324,functional
12833,functional
27754,functional
31135,non functional
6977,functional
5875,non functional
30744,functional
21419,non functional
52662,non functional
5463,functional
4111,functional
64346,functional
52760,functional
57429,non functional
62390,functional needs repair
32294,non functional
31456,functional
6769,functional
46794,functional
50860,functional
63183,non functional
61820,functional
46430,functional
34667,functional
44472,non functional
21022,functional
16618,non functional
17757,functional
74210,functional needs repair
67710,non functional
6738,functional needs repair
61480,functional
39800,functional
27920,functional needs repair
66091,functional
30745,functional
1309,non functional
53497,functional
53270,non functional
17437,functional
69349,non functional
20513,functional
6415,functional
13543,functional
5575,functional
40916,functional
54912,functional
41077,functional
65471,functional
17113,functional
46787,functional
57138,functional
37202,functional
63941,functional
34680,functional needs repair
17605,functional
41857,functional
22077,functional needs repair
37337,functional
26852,functional
22198,non functional
57582,functional
1480,functional needs repair
68029,functional
56629,non functional
38756,non functional
56143,functional
29476,non functional
7149,functional
71506,non functional
41375,non functional
34492,non functional
62453,non functional
36733,functional
62121,functional needs repair
65596,functional
49148,functional
73742,functional
40659,functional
69217,non functional
15083,functional
66030,functional
56398,functional
43201,functional
23193,functional
69099,functional
6106,functional
26360,non functional
3457,functional
51050,functional
10103,non functional
1561,functional needs repair
28300,functional
30815,non functional
14773,non functional
26869,non functional
29873,functional
19718,non functional
5022,functional
5745,non functional
40025,non functional
69449,non functional
64616,functional
47953,functional
71954,non functional
34343,functional
23864,non functional
25840,non functional
15822,functional
64629,non functional
71334,non functional
25687,non functional
66669,functional
35976,functional
7234,non functional
47992,non functional
53102,functional
55461,functional
68640,non functional
55973,functional
9546,non functional
36438,functional
47119,functional
68227,functional
36705,functional
20188,non functional
17577,functional
51017,functional
65437,functional
9779,functional
1797,functional
31743,functional
44805,non functional
52163,non functional
50152,functional
62382,non functional
45964,functional
52335,functional needs repair
20932,non functional
34041,functional
43344,functional
13988,functional
64812,functional
57152,non functional
32446,non functional
35883,non functional
40027,non functional
516,functional
50597,functional
38692,non functional
51100,non functional
14926,functional
7076,functional
67320,functional
27129,non functional
641,non functional
33897,non functional
64265,functional
29758,non functional
19102,functional
50149,non functional
67925,functional
13608,functional
56603,functional
18167,non functional
64711,non functional
22879,functional
6570,non functional
10262,functional
58869,functional
16655,non functional
34339,functional
15154,non functional
25919,functional
9366,non functional
38547,non functional
32123,non functional
12793,non functional
30102,functional
47350,functional
41117,non functional
41213,functional
37757,non functional
70636,functional
36448,functional
56722,non functional
20140,functional
56966,non functional
12102,functional
69341,functional
66281,non functional
52310,non functional
572,non functional
22777,functional
61041,functional
48660,functional
70342,functional
57491,non functional
37420,functional
6852,functional
16824,non functional
50200,functional
69768,functional
49344,non functional
57162,non functional
18301,non functional
16241,functional
71427,functional
24625,functional
63746,functional
65069,non functional
28963,non functional
55319,functional
6918,non functional
40654,functional
33569,functional
57256,functional
70012,functional
19075,non functional
59027,non functional
60730,functional
57136,functional
55734,functional
30494,functional needs repair
28924,functional
45243,non functional
70389,functional
43760,functional
3413,functional needs repair
26569,functional
40674,functional
30332,functional needs repair
58247,non functional
58001,functional needs repair
21612,functional
45151,functional
66468,non functional
13616,functional
41623,functional
7959,non functional
47348,functional
22670,functional
53590,non functional
31700,functional needs repair
61394,non functional
9932,functional
72793,functional
28282,functional
24302,functional
46251,functional
9273,functional
17346,non functional
18851,functional
13228,functional
37737,functional
8849,non functional
71987,non functional
19593,functional
1296,functional
45639,non functional
61316,non functional
40584,functional
59854,functional
45539,functional
45427,non functional
43686,non functional
68850,functional
36731,non functional
57448,functional
69536,non functional
48201,functional
42708,functional
6778,functional
40881,non functional
25398,functional needs repair
56902,non functional
2492,non functional
312,functional
6967,non functional
72028,functional
10675,functional
10003,functional
35091,functional
31174,non functional
31165,non functional
48289,functional needs repair
7586,functional
62354,non functional
35179,non functional
15917,non functional
55874,non functional
60834,non functional
47175,functional
7288,functional
59192,non functional
46724,functional
17123,functional
28160,functional
11126,non functional
12040,functional
46884,functional
7374,functional
3669,functional
9920,functional
70732,functional needs repair
73262,functional
12596,functional
9154,functional
63606,non functional
71742,non functional
25219,non functional
49643,non functional
58530,non functional
30948,functional
49191,functional
43444,functional
17939,functional
62868,functional
27492,functional
49258,functional
24936,functional
15765,functional
72483,non functional
16958,functional
60204,functional
61049,functional
5139,non functional
25597,functional
17358,non functional
27632,functional
44074,functional
19093,functional
55772,non functional
30361,functional
7950,functional
36087,non functional
66624,non functional
41688,non functional
66913,non functional
40326,functional
53754,functional
31226,non functional
64113,non functional
45571,non functional
59049,non functional
31498,non functional
49169,functional
59089,functional
20280,non functional
23536,non functional
57428,functional
3630,functional
24568,non functional
33977,non functional
72949,functional
10292,non functional
9621,functional
32454,functional
62721,functional
22246,functional
45463,functional
20747,functional
58828,functional needs repair
32836,functional needs repair
8475,functional
58909,functional needs repair
40214,non functional
53334,non functional
67837,functional
39130,non functional
64625,functional needs repair
16174,functional
52577,non functional
12394,non functional
17383,non functional
6185,functional
63454,functional needs repair
9464,functional
1516,functional
49630,functional
63034,functional
6547,non functional
43942,non functional
37100,non functional
63406,functional
57053,non functional
73131,functional
46675,non functional
24424,functional
30343,non functional
54565,functional
28699,functional
60320,functional
1773,non functional
54291,functional
32598,functional
23735,functional
73026,non functional
72268,non functional
39553,functional
70988,non functional
3746,non functional
4215,non functional
17249,non functional
69916,functional
35154,functional
2765,non functional
55194,functional
58076,functional needs repair
57109,functional
37426,non functional
10011,functional
25463,non functional
8326,functional
62241,functional needs repair
64981,functional
12700,functional
22467,non functional
47273,functional
28933,functional
39280,non functional
57228,functional
64107,functional
70361,non functional
20045,functional
33185,functional
44483,non functional
49647,functional
73644,non functional
26124,functional
14353,functional needs repair
11079,non functional
11598,functional
30660,functional
42063,non functional
27251,functional
36420,functional
16589,non functional
64509,functional
18191,functional needs repair
55285,non functional
46736,functional
60590,non functional
40791,functional
54158,functional
18218,functional
28529,non functional
62401,functional
13184,functional
17792,non functional
68393,functional
70293,non functional
32025,functional
63655,non functional
25846,non functional
24395,non functional
32089,functional
34809,non functional
63254,functional
66238,non functional
44394,non functional
69498,non functional
62459,functional needs repair
32847,functional
13257,non functional
34375,functional
53016,functional
48388,functional
60121,non functional
50762,functional
63245,non functional
65162,non functional
10507,functional
9852,non functional
58023,functional
28880,functional
45995,functional
65489,non functional
43817,non functional
59711,non functional
31164,functional
2332,functional
10718,functional
4902,functional
52539,non functional
64056,functional
52614,functional
25543,non functional
5393,functional
23579,functional
3177,non functional
37815,functional needs repair
71223,functional
21293,functional
71851,functional
14968,functional
31979,functional
41925,functional needs repair
54490,functional
46476,functional
37919,non functional
61093,functional
21306,non functional
60336,non functional
36001,functional
32826,functional
6430,functional
59195,non functional
29728,functional
17236,non functional
48073,functional
27376,functional
53346,non functional
57143,functional
32234,functional
5329,functional
38925,functional needs repair
49564,functional
7578,functional
6484,functional
54867,functional
18296,functional
22824,non functional
39891,non functional
42654,functional
58061,functional
17349,non functional
52377,non functional
66486,functional needs repair
56104,functional
61281,functional
8520,non functional
62776,functional
35857,functional
8704,non functional
56599,functional
52697,functional
70684,functional needs repair
47374,functional needs repair
17423,non functional
66461,functional
47553,functional
6145,functional
32838,functional
73765,non functional
49322,functional
2813,non functional
74149,non functional
23479,non functional
40260,functional
39966,non functional
18259,functional
28085,non functional
23184,functional
34578,non functional
12224,non functional
8137,functional
71795,functional
36317,non functional
64828,functional
73108,non functional
21036,non functional
22363,non functional
46303,functional
26468,non functional
3290,non functional
15074,non functional
37576,functional
27592,functional
1410,functional
